기준_년_코드,기준_분기_코드,상권_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,상권_변화_지표,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,아파트_단지_수,아파트_평균_시가,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,종합병원_수,일반_병원_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수,상권_구분_코드_D,상권_구분_코드_R,상권_구분_코드_U,젠트리_여부,예측_clust
2023,1,3130221,1026474070,269795123,124570932,136961676,174516717,39031263,30946612,131581596,43050655,2,110,52,104,52,29,151814902,574408,256174,318233,72173,69229,91726,86228,161255,142811,108119,64324,70479,107759,80915,80514,79898,77650,77391,81263,88400,89292,36,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1
2023,1,3130222,121966705,36602369,14252190,18561750,17712852,4350738,3819180,12923641,4851620,2,125,55,104,52,1,199000000,264568,124705,139862,28444,52207,37023,39134,57063,55137,50166,34036,36420,53427,35382,36943,37171,35655,37443,38264,39838,39254,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130223,224881527,68377175,26075488,34359229,33501819,7520295,6966752,23600304,8969233,2,123,56,104,52,1,147272727,280161,134034,146126,44422,30117,40104,47659,82676,59882,56203,36431,38492,53965,35188,38964,38789,39022,38878,38864,42597,43047,18,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130225,1560132912,405458431,187745808,208790799,272390324,52935652,45993289,205593929,68312424,2,121,54,104,52,91,145721926,544474,251416,293058,91068,63101,81482,82797,153799,155161,105209,56109,57616,92648,77730,75614,74841,75053,74879,75354,82559,86176,26,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0
2023,1,3130227,123804481,29704175,16013930,15364218,22314450,6286737,3536872,15810156,5213548,2,105,55,104,52,1,127900000,69727,33175,36552,14641,8959,11546,11240,14663,15821,13828,9111,9353,13120,8494,9769,9654,9766,9638,9518,10605,10776,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130229,417839578,113745827,49699869,56708459,64607634,16484007,12306046,57328765,16534467,2,114,56,104,52,15,97074944,726440,351534,374906,63134,68330,119777,150451,221306,164413,137887,96072,101590,133240,93238,103799,102486,104869,104635,103810,102051,104790,27,0,0,0,0,0,0,0,5,0,1,0,1,0,0,3
2023,1,3130231,180903409,40005848,25050875,20769123,32148657,10313747,5452178,25016744,8333285,2,125,75,104,52,2,538863636,171039,91764,79275,17230,27165,28970,28687,32190,34927,35516,23529,23853,31449,21767,24733,24737,25083,25001,25030,23369,23085,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130232,453488903,133518016,54094903,66486497,70168656,16139642,14068738,48515006,18857091,4,77,46,104,52,9,128490095,180091,90283,89808,11266,31073,29068,33126,37204,34695,33781,25790,27165,36529,22131,25735,25316,25620,25481,25762,27091,25087,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130233,775799779,217922078,93147162,109610288,124840006,27968084,23410401,90424508,32934322,1,106,44,104,52,26,157558296,267992,127848,140144,24079,34029,42616,51333,72129,79812,55162,27881,27903,40356,36879,38036,37637,38417,37974,38522,38111,39295,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130234,37315946,7510844,4820530,3950318,6881322,2251196,987862,6209980,1443804,1,173,39,104,52,3,169087273,67593,33173,34420,9454,9332,11996,11039,13264,23622,14043,5718,5272,8935,10003,9684,9580,9493,9485,9484,9659,10210,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130235,272896032,64260036,32549205,32023823,46005719,11739065,7875778,45702688,10664163,2,124,60,104,52,5,125109182,187619,93724,93896,19332,29422,30453,37131,41944,30033,32746,27224,32023,42885,22711,26172,27459,27585,27559,28026,27244,23575,36,0,1,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130236,1205860024,360497763,139231280,177723585,175355996,41438110,38175325,137613104,47770571,2,115,55,104,52,17,140541480,537008,253949,283059,54801,75571,79483,98745,144926,132642,100046,63243,65251,99734,76091,75029,74470,75017,74579,75842,81143,80927,29,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
2023,1,3130237,62566033,15776538,8156895,8286432,11081333,3290187,1795096,6692767,2636543,3,52,70,104,52,3,153166667,14042,7781,6261,1496,1710,2557,2549,3377,3879,3370,1483,1381,2009,1920,2055,2087,2069,2074,2064,1864,1829,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130238,562701483,168933153,64891343,85294799,84900485,18338587,17345857,61905684,22482884,1,110,52,104,52,24,156242274,458903,214160,244743,69006,53176,68918,78980,128611,109191,92547,56552,61042,83821,55749,63295,63044,63086,62439,62545,70979,73514,14,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130241,695625304,176743539,84356441,81632899,109551705,26270225,21866516,113706927,29112584,1,113,48,104,52,6,204034293,310282,158427,151854,28749,58556,60095,42405,44285,64086,64479,45656,44069,54784,37205,45623,46839,47116,47528,46838,38788,37549,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130242,198390524,60456032,23486924,29667906,30233040,6695928,6276503,19572792,8225118,4,68,42,104,52,3,153041667,337531,169724,167807,22859,30345,62873,76826,91036,88308,64026,38120,39710,61629,45739,46808,46258,46247,45602,46645,50411,55559,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130244,493917278,146941608,58943232,71603978,77015312,16499468,15659532,52049339,20745832,4,81,51,104,52,7,141574127,455634,231763,223870,24150,36555,85647,113061,128394,130473,85264,48369,49527,78599,63403,63396,62561,62187,61455,62543,68434,75059,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130246,962828082,288693150,114442030,140855175,147169167,32977455,31411298,94711639,40359169,2,119,58,104,52,23,192740720,1398308,690718,707590,150150,209915,235924,207492,300653,370581,310397,176870,169673,204182,166606,198960,200355,201245,201352,201421,201159,193813,13,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1
2023,1,3130255,865528801,279101311,100163690,136930152,121111433,28298107,28387013,72072136,35458979,2,162,79,104,52,2,194937500,525584,278233,247351,22521,121594,71747,74571,112364,105557,101249,75829,82340,99623,60987,71565,72634,73759,74179,77279,82582,73587,9,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3
2023,1,3130258,48509994,13569842,5675208,6927030,7012737,2177273,1453405,6260532,1742669,3,98,54,104,52,1,130000000,41467,18915,22552,7623,5409,6874,6079,8270,11378,8657,4673,4641,6769,5350,5700,5753,5842,5732,5689,6275,6473,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130260,307297031,95787948,35223707,45266038,42792073,9245213,10220088,34905672,12478057,1,142,50,104,52,3,150693056,147136,69146,77990,14054,24964,24133,24342,33865,41909,29358,17132,16535,23933,18270,20285,20155,20624,20176,20312,22009,23574,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130261,629962865,164906923,76954066,81368507,103370460,26101092,19426499,83607552,25895407,1,107,45,104,52,14,202004445,292687,133906,158782,31901,52323,41746,42163,74706,56073,50393,37016,42179,64620,42404,41160,41324,40978,41161,41821,43967,42276,30,0,0,0,0,0,1,0,0,0,5,0,1,0,0,3
2023,1,3130262,318660661,98279588,37187659,46876090,44738214,10546317,10773605,33694952,12955781,2,137,60,104,52,9,202423611,144594,66381,78213,19205,22113,19708,20787,36779,37641,27733,15668,16427,26534,20590,19995,20085,19882,19666,20256,22003,22708,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130264,301449724,74791812,37199364,37239495,51068691,13087806,8799046,43947977,12436449,4,98,50,104,52,11,210233333,255916,117420,138496,50913,34380,39187,34635,53847,46753,53077,30825,36925,53158,35178,36469,36532,36695,36039,36052,37270,36859,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130267,221441992,53865827,28386327,27146487,33865973,9585753,7210692,35638093,9809530,2,189,64,104,52,1,503454545,228795,108760,120035,29029,36677,35595,32669,53336,89058,46607,21199,21187,25219,25524,31788,32542,32866,32279,32029,33966,33326,7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130268,792921574,201218607,98592152,95928192,132366212,33658772,25686357,105414317,33784435,3,101,52,104,52,14,199827025,257864,116704,141160,36201,48069,34554,38085,66497,62788,50847,30296,32489,48179,33265,36438,35714,35275,35766,35494,39871,39306,20,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
2023,1,3130271,246606550,69958954,28640371,32927173,37293662,7703703,7967204,34672287,10002174,1,125,48,104,52,5,191120595,587528,256316,331211,67490,99329,95766,76219,144509,138414,115253,66134,69322,112771,85635,83947,82038,84822,82512,83962,85170,85077,28,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130273,264370445,80194269,31226259,37899872,39057960,8600259,9041318,27112886,11127100,2,120,56,104,52,2,143825000,951514,429959,521555,145205,137614,138852,140959,247886,167479,176218,128418,144681,213705,121013,133609,134772,134831,135536,140856,142462,129448,35,0,0,0,0,0,0,0,2,0,2,0,1,0,0,3
2023,1,3130274,340545402,94806469,42985269,45088404,49136592,11487720,12508332,42544579,16118844,3,98,53,104,52,4,177781528,841568,424565,417004,60210,202874,116679,114952,175719,137964,159892,103396,112278,205571,122469,115840,120605,121978,123725,130805,126140,102477,16,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130276,40253819,9455632,5233246,4498638,7377658,1893712,1264961,5466028,1776988,1,117,47,104,52,2,87040000,113905,57174,56730,10171,27318,17046,14990,22269,39765,22017,9342,8804,15455,18523,16016,15968,16260,16165,16328,16362,16803,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3
2023,1,3130277,647453018,170715463,80773893,82118061,109951878,25077694,20950589,79096301,28620753,1,121,43,104,52,17,180005093,195205,95273,99933,18070,39030,30094,28148,42559,55329,38236,20990,20474,32058,28118,27112,26909,27539,27269,27392,29197,29787,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130278,345132481,101590395,40535148,50634313,50309118,12899547,10589589,40911914,13461045,2,128,53,104,52,9,126452646,303011,136191,166821,50777,40581,46635,47198,75278,83217,60762,34025,35031,50761,39214,41347,42015,42306,44064,41455,44077,47745,12,0,1,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130279,999680846,265982709,122570748,125273548,165481570,35130092,32554100,132618252,44035933,2,112,52,104,52,26,187307978,591503,277310,314193,43927,146403,77409,82293,125408,185453,125186,57446,55822,86256,81342,82609,82360,81884,82703,82325,86873,92752,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130281,21280830,6476236,2428766,3148901,3023036,665422,711395,2542141,812146,2,127,68,104,52,1,204454545,59794,29629,30164,9090,8045,9613,8548,15385,17582,11337,6040,6027,10029,8780,8380,8347,8325,8117,8197,8824,9603,4,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3
2023,1,3130282,110314654,35460223,12331406,17256309,14942356,3247093,3642039,11883474,4208361,1,116,46,104,52,2,187442857,93665,45953,47713,14780,11870,15146,13648,24672,24739,18499,10669,10844,16212,12704,13005,12995,13069,12807,12809,13927,15051,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130283,152330813,46016520,18151222,21310872,22579884,5088322,5358338,15612067,6433445,1,119,47,104,52,4,172078889,840713,431405,409309,55876,262114,111667,98044,143191,192329,150352,96876,108237,169937,122984,111456,110804,114056,111362,116459,138351,138228,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130285,174619872,31559976,22539489,17105169,26404610,8416521,5644712,40479699,7757089,3,99,59,104,52,1,93075000,946268,495361,450907,81388,333067,117828,95303,124797,138338,145256,125705,152175,240969,143827,122784,125375,131283,128699,139313,157276,141538,31,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3
2023,1,3130290,1289845646,383554211,152976216,185222092,190010730,47037401,42760474,137662043,53101818,4,99,45,104,52,27,235725583,550651,259720,290929,51122,137160,66045,72782,126542,129374,109808,63786,67149,104233,76300,78114,78417,79835,79240,79213,78480,77352,30,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
2023,1,3130293,54755583,12701049,8017717,6894746,4980322,1906008,2536798,11245491,3247163,2,166,59,104,52,2,205843434,98231,46727,51503,9333,23618,13528,12821,21031,12104,18026,16026,17732,23416,10926,13774,13652,14048,13888,14230,14795,13845,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130294,380091784,100688946,47877071,44927374,60547064,15410920,13557806,46051367,17140231,2,140,57,104,52,3,194666667,385806,180769,205036,55869,71277,55054,52228,91955,79993,76614,53159,56158,73255,46627,54749,54478,55130,54122,55244,56243,55843,12,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130295,675831628,177369314,84358404,87314262,94764419,23775092,24051722,104925377,30660667,2,106,53,104,52,9,154154491,276114,129386,146729,30271,56281,38109,38700,58431,59961,49875,31849,36092,58188,40150,38436,38028,38293,38267,38665,42244,42181,20,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3
2023,1,3130296,60153763,15099905,7313344,7362698,9821628,2223886,1757141,9793131,2549459,1,146,44,104,52,4,336670758,35787,16709,19078,6509,4127,7189,5809,7641,13756,7019,3011,2791,4169,5039,5017,5073,5188,5131,5119,5092,5170,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130301,52400098,11493846,6628150,5821260,9301305,2770983,1488693,8382225,2073372,1,127,51,104,52,5,213066667,85519,41130,44390,10369,12592,15177,10798,17006,16725,18723,13162,12489,15239,9181,12630,12918,12896,13141,13082,10999,9855,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130303,728261153,176901098,95176793,84841376,121369347,32332856,24368182,100816076,33553993,4,101,46,104,52,16,254237753,423005,213813,209192,22525,101651,80466,52716,57820,69771,78411,61975,63735,94968,54145,60963,63187,63249,65597,68024,56582,45402,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130306,207299533,51072593,26283592,23861397,37095813,7574444,7027543,27284001,9683338,4,85,44,104,52,4,224923611,294728,149867,144861,11805,60388,61642,35662,33451,70852,64981,44761,41271,42098,30765,44704,46035,45916,46894,44487,34044,32647,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130307,51514148,11457479,6723180,5357390,8864465,2312937,1649861,8646250,2398848,2,139,59,104,52,1,469000000,90172,40359,49815,31628,7239,20292,12271,10983,10612,15948,12962,16250,22105,12292,12023,12332,12562,12352,12567,14293,14044,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130311,1704471877,471389353,205922489,224056245,274527376,57949370,55487678,213826928,73860636,3,101,52,104,52,48,231093561,882951,415269,467684,150977,137529,153152,118291,165212,204580,164347,106037,115672,174884,117433,121566,124591,125908,124084,127612,134144,125048,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2023,1,3130312,728655686,177992730,90793568,87145883,126397797,29914285,21890529,106142334,31620767,4,98,49,104,52,17,232257873,325715,157455,168262,52652,38005,58256,46909,64331,68032,60965,43985,46323,65156,41255,45338,45750,47023,46816,46995,47251,46541,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130314,1463840744,487521055,163365851,232426856,185618590,42265493,50645537,142936305,56625904,1,131,50,104,52,28,189310025,1391795,637658,754136,189775,150878,212733,223495,393546,370098,278794,155698,158753,239679,188772,194512,194796,195844,194564,195923,207798,208356,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130315,742171515,178819801,91126032,89684031,128572974,31448096,21507100,112524389,31137831,2,112,56,104,52,19,251691439,665919,319990,345929,96208,103137,109241,98175,131586,155387,138728,89840,89948,113617,78400,98604,98816,98823,98988,97165,87412,86109,16,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130317,443911997,130210918,52046299,65431485,67670901,15436780,13598928,50679265,17920086,1,119,51,104,52,10,294077652,701713,338992,362721,97205,73314,96117,118380,227719,185872,142097,83360,83409,118363,88611,98418,97350,97129,96722,97641,104983,109471,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130318,329927191,71236091,41239964,34104070,57516482,17060277,9890450,55238127,13217675,2,119,53,104,52,1,109545455,489619,230672,258948,38846,104721,74653,74077,101042,72899,80047,74131,85828,115910,60806,64572,65929,66915,66632,72793,79560,73219,37,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3
2023,1,3130319,541910305,157473780,65642451,76221418,82748796,21475300,17904832,56093899,22392870,1,114,40,104,52,11,172110626,715591,342195,373396,126607,81622,111515,105720,177824,198932,144699,78625,81497,120680,91157,98592,97678,100389,96941,96004,109768,116221,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130320,472182422,115543340,58589429,57825472,81593486,19627627,13775516,71015657,19884900,1,111,51,104,52,16,166468131,198784,96846,101937,19912,25354,34728,35728,50753,38072,36428,26726,30194,42726,24638,27751,27707,28012,27764,28609,30394,28548,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130321,746197588,192573814,91214957,94381501,126170473,28330814,22544492,105118864,31932440,4,100,49,104,52,35,207652176,197573,93401,104172,32900,22989,34782,33026,45545,41900,38540,28259,28568,36534,23772,28374,29016,29315,29232,28868,25930,26839,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130322,587462046,172243693,69597270,85080762,91077774,19285117,18928962,62880069,25090584,1,110,41,104,52,9,198120222,150550,75011,75539,19029,18194,21227,27388,42578,42576,30523,16080,16131,24407,20834,20890,21177,21178,21066,21178,22156,22905,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130323,764962470,212600940,92152548,106063523,123129274,27978245,23322734,93777790,31814754,1,110,45,104,52,29,186899937,321544,157454,164090,45324,40649,53036,53627,87341,89515,65609,36518,36645,52100,41157,46131,45537,45970,44976,45768,47013,46149,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130324,595074220,151696675,73524317,76430248,99564788,26099940,17397781,81409740,24448899,4,102,43,104,52,17,207670108,533615,240506,293110,80870,59243,81449,82864,151137,150000,107480,61471,60656,84511,69498,75383,75183,75318,75398,76327,78371,77636,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130325,762846136,200045982,92132092,95837650,118377471,27811608,21649307,124136975,32605988,3,100,55,104,52,5,291791515,302243,133380,168863,57520,32670,46625,44002,80365,54416,52251,38569,46256,70165,40584,41810,41111,43715,42685,43803,44342,44776,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130326,40697223,11206611,4772763,5713560,6213800,1627622,1170775,5555774,1534847,3,69,53,104,52,2,619557576,146299,68034,78265,30365,13126,27428,19885,32913,35914,34916,18413,16940,23008,17109,20728,21040,20843,20959,21187,20860,20683,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
