기준_년_코드,기준_분기_코드,상권_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,상권_변화_지표,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,아파트_단지_수,아파트_평균_시가,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,종합병원_수,일반_병원_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수,상권_구분_코드_D,상권_구분_코드_R,상권_구분_코드_U,젠트리_여부,예측_clust
2023,1,3120166,2042534782,468964190,255810818,238705144,362987699,92612539,58262584,320920584,85506785,2,114,53,104,52,54,336159418,995752,466720,529033,164064,149006,163904,139338,207932,183182,203634,152495,154068,193507,108866,146987,148808,149334,152164,148233,129032,121195,91,0,0,0,5,0,0,0,0,1,16,1,0,0,0,1
2023,1,3120168,235684029,52807082,30878834,26902833,41884829,12430786,6473699,36864056,9908340,2,111,57,104,52,6,461612208,258690,131245,127446,43357,33140,50986,40701,45336,41751,57010,46684,46521,44290,22433,39201,40451,40570,41528,39843,29848,27250,15,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1
2023,1,3120169,1495893906,330496989,190519815,169967265,274756869,70141656,42007535,237129202,64351593,3,104,52,104,52,13,718395698,1352860,730194,622667,89457,225307,284282,227723,197844,153105,275167,280383,267961,267997,108251,212433,220294,219867,226600,218561,129709,125398,54,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1
2023,1,3120170,488651708,104245354,62165517,52675516,87218069,26244805,13644461,82927355,19565735,1,105,49,104,52,9,659889502,1237954,567355,670599,358231,116189,243712,152945,189331,195428,219257,197875,230715,276403,118279,177251,183359,181077,185273,187555,173342,150098,46,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1
2023,1,3120171,1936566524,434574239,244274350,219407568,341428116,92633322,54876210,316724404,80015260,2,126,54,104,52,34,396505072,1515122,747265,767858,208968,247897,290957,215339,240575,222554,310608,260728,273339,300254,147640,212375,227554,230949,232745,231123,200257,180121,40,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1
2023,1,3120174,1409214696,312632800,176726259,157196161,245950405,65495112,42211977,237586088,59006693,2,117,55,104,52,21,362321674,446299,231934,214365,42382,76264,93279,64849,66845,95750,96012,67149,68452,73975,44960,66529,67708,68216,69711,68633,55854,49646,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023,1,3120180,617883951,141607314,73508001,67959858,106941606,23230247,16994714,120617090,25281773,4,97,51,104,52,4,533758333,139722,78444,61279,26104,16171,30846,21847,20683,29404,33766,20803,20147,21071,14531,20597,21078,21126,21338,21067,17807,16710,9,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3120181,864404720,205260300,105692286,101924023,152238691,35707007,25850221,131723047,36134117,2,124,55,104,52,22,218034249,444770,233382,211387,40350,72342,88281,63467,76456,63036,93423,79305,80456,85248,43302,67537,69283,69622,71454,69350,48876,48647,20,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1
2023,1,3120182,1269050100,284733040,160087884,144146999,228101593,59526937,36026902,205969476,52824052,2,168,61,104,52,26,331990554,698429,370562,327867,81781,108045,139454,105573,109026,114239,156138,118902,114712,126208,68229,105235,107440,108227,111739,108030,83438,74324,26,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1
2023,1,3120183,1433119242,315526465,179349125,158557662,259761266,66682256,41137773,236964010,59494099,1,105,50,104,52,22,244126416,453327,233115,220212,33990,70270,91312,68647,79391,70195,95382,80079,81014,82884,43770,69447,70190,71473,73168,71132,50024,47893,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
2023,1,3120188,1170392552,255344142,144885889,128681691,209264501,54262408,33378458,200618712,47632350,1,111,51,104,52,18,652507449,2026163,893924,1132239,304698,341692,399342,270242,291265,211010,361921,400511,421076,459867,171776,293230,308675,302355,315159,324257,267590,214896,215,0,1,0,0,1,0,2,0,1,6,1,0,0,1,1
2023,1,3120190,1867827087,433101939,233668445,208092323,328309517,80296880,57019975,294713159,80258801,4,104,48,104,52,41,348106732,1620605,794692,825913,120935,321329,348958,196090,201473,261063,321603,290487,295309,301393,150749,241419,253450,252363,260242,257562,192846,162724,75,0,1,0,0,0,0,2,0,0,10,1,0,0,1,2
2023,1,3120193,1019509440,236382938,126614762,116572859,181929988,42722001,30533282,158248426,44012893,4,100,49,104,52,29,502907222,734416,362752,371664,46225,145067,164368,94339,87984,87971,143999,147737,147772,145301,61637,109595,116824,116779,121922,119622,84583,65090,22,0,2,0,0,0,0,2,0,0,3,1,0,0,1,1
2023,1,3120194,1889746203,441748522,239342987,209822265,331128886,85920530,59855903,278065250,81686723,4,91,44,104,52,60,403306693,1973567,1017267,956299,87310,429423,416159,233671,230490,336269,429511,341823,337009,342418,186534,301846,308328,312050,318971,306475,225959,199937,67,1,3,0,0,0,0,0,0,1,7,1,0,0,0,2
2023,1,3120195,813650624,171831085,102255984,88290006,148552173,42093747,22711830,136426585,32460525,4,102,47,104,52,7,412647619,1056750,473520,583231,109722,242757,200078,121834,137970,140207,184964,191691,201283,230723,107882,143457,155044,155102,159917,168249,154863,120118,51,0,3,0,0,0,0,0,0,0,2,1,0,0,1,1
2023,1,3120196,401199127,107058927,50112194,50525695,67225716,15302790,13311988,47246913,17959683,4,104,48,104,52,23,711737148,773780,394492,379287,56663,141928,173156,97574,98981,134640,163346,134043,132521,134137,75091,118098,123307,123666,127101,122572,84917,74118,38,0,2,0,0,0,0,0,0,0,10,1,0,0,0,1
2023,1,3120199,534208860,122671531,68338448,56641385,95263302,23680471,17295636,79855728,23970227,4,93,45,104,52,15,271653016,579522,303091,276431,35110,115957,124141,71052,65709,92979,122786,102947,101013,105054,54742,87904,90919,91357,93016,89729,65336,61260,11,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1
2023,1,3120200,1006064987,234042223,125570404,114846472,179655969,42601111,30605275,152498700,43617468,4,93,47,104,52,12,624281410,1373746,638686,735060,80300,324763,275240,164291,144330,135206,240555,282946,285212,305930,123898,186467,207747,212184,219492,223033,190401,134424,81,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1
2023,1,3120201,1479305382,337144200,185871874,164224402,262099567,63853363,44830092,236009604,64249735,1,118,48,104,52,44,287690871,1140651,563698,576953,167585,188507,230799,150780,170725,226670,244003,177458,178974,194997,118549,172584,173305,174767,175159,171199,138945,134690,36,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1
2023,1,3120203,1470778245,329245525,182485973,160296958,257034886,65902964,43337142,253366640,60541452,4,101,49,104,52,21,429109986,1952096,979203,972893,182473,373646,405481,261999,239226,298388,393428,346412,352351,377878,183641,298114,310564,312466,319890,308999,215391,186672,88,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1
2023,1,3120204,1790026304,354137379,217919661,174329144,308034810,88538680,49387756,374178020,68295815,4,100,48,104,52,17,335509083,1990002,1027908,962093,143913,388933,428614,255334,236931,267453,428633,388636,381868,358247,165165,317786,329468,331069,343334,322391,188954,156999,30,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1
2023,1,3120205,1848282139,422391998,231561686,207169501,326487297,78149715,53795965,308799702,79199723,1,118,48,104,52,21,378674523,575920,291643,284276,52109,92628,109575,94676,107841,86514,117472,105683,102971,108822,54458,87523,90951,91013,92970,90797,63750,58916,22,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1
2023,1,3120206,1721637065,402206816,216157969,194720290,298259070,72754126,51816825,278976539,73952588,1,108,48,104,52,46,358698575,1318548,640955,677593,207939,203586,282661,177142,181563,242787,292663,219361,214150,217080,132507,199797,203467,204918,207693,201787,152551,148334,45,0,2,0,0,0,0,0,0,0,9,1,0,0,0,1
2023,1,3120208,1972996589,440573103,249484368,215124166,348672929,93682617,57786228,325496524,82942017,4,102,51,104,52,43,957249447,1619154,739165,879989,175854,277456,323739,228412,252685,290175,333366,269382,268974,290619,166637,227197,242223,243702,245751,247582,222498,190199,95,0,0,0,1,0,0,0,0,0,8,1,0,0,0,2
2023,1,3120209,675548286,150602881,86492080,74836963,119001956,33067560,19406488,110555007,28371413,2,120,56,104,52,19,1125760570,817533,374550,442983,150538,100970,169499,118329,138954,139047,164607,135107,138824,156635,83313,119695,123136,124806,126205,123910,105094,94690,75,0,2,0,0,0,0,0,0,0,6,1,0,0,0,1
2023,1,3120211,824959664,190166940,102224783,90571924,139539669,31922001,23956270,151756442,35466934,4,92,46,104,52,21,433568620,862292,386978,475315,280212,103042,164883,106210,95083,116002,165460,149015,155308,190975,85534,122872,125028,127927,126463,128544,122839,108621,28,0,1,0,1,0,0,0,0,0,4,1,0,0,0,1
2023,1,3120212,1067199535,243618363,132904894,116662603,174989831,42378327,30287874,206090368,45543374,4,92,51,104,52,18,401069422,1013793,467518,546275,398005,93036,193482,128782,110284,125162,174918,163967,188352,247937,113455,137475,140301,143469,144297,147753,157919,142579,65,0,0,0,0,1,0,0,0,1,4,1,0,0,0,1
2023,1,3120216,129113505,37866017,16919803,15304778,19328256,5016112,5058156,11836323,6364192,2,110,52,104,52,1,944000000,195544,100200,95344,18372,27218,40861,28927,36089,20231,45488,38724,38272,36720,16111,29295,30605,30761,31557,30829,23686,18809,31,0,1,0,0,0,0,0,0,0,6,1,0,0,0,1
2023,1,3120219,827566344,186943146,103101703,91503748,141790421,34494221,22795703,153676949,35077749,4,104,50,104,52,14,569884524,1185587,605473,580112,576392,98411,179747,129511,115362,153208,190020,178028,214542,311309,138481,157840,159655,163547,165455,167578,195193,176317,58,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1
2023,1,3120220,438625881,90538180,53407695,45911875,77061769,18038756,11265312,94336791,17770392,2,116,53,104,52,5,1599266667,501600,234220,267380,201777,37049,89995,61265,73120,56411,82261,81967,97863,128118,54980,69752,70566,69511,72853,73036,78401,67481,79,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1
2023,1,3120221,409958750,85226652,50269153,43086317,72155780,20615497,11237499,76767654,15840009,4,79,48,104,52,6,633888889,417863,219492,198371,46732,67231,91242,57431,56939,46039,95541,85104,84128,75180,31873,65654,66776,66614,69466,65826,43972,39555,34,0,0,0,0,0,0,0,0,1,8,1,0,0,0,1
2023,1,3120222,1108323437,230560578,141953637,115571409,192958484,58710557,30146073,211523845,44600248,2,111,57,104,52,8,586800275,1035687,558624,477063,111313,194113,225718,122236,97373,75381,237521,233389,229020,196909,63468,167551,173567,172528,179590,168316,93195,80941,86,0,1,0,0,1,0,0,0,1,19,1,0,0,0,1
2023,1,3120223,631320946,133549979,81727266,67587990,110830771,34250762,16938541,114871089,25292884,2,127,52,104,52,9,841445455,335859,191260,144600,52655,51081,73993,41125,33854,27206,75302,74332,74689,62734,21596,54377,55423,55130,57375,53965,31440,28151,12,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1
2023,1,3120225,1661008540,406336815,205650271,195101576,289255077,61780375,51523388,251212682,73356626,4,95,47,104,52,67,245808338,2699832,1302351,1397481,415764,505780,503587,345144,416251,555660,484713,346628,378432,574407,359992,373706,379794,383765,385127,398026,410327,369087,178,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1
2023,1,3120226,1294513111,312882963,158986663,151986057,225146644,50507053,38972932,203521694,55371023,1,109,48,104,52,57,220218057,704925,331928,372996,94223,113625,116096,95447,132685,170129,140627,87324,88717,126592,91536,98415,98773,99757,99693,99911,104032,104345,48,0,1,0,0,0,0,0,0,1,6,1,0,0,0,1
2023,1,3120230,731635724,173806168,90058065,85968224,126892264,29672015,21151888,119656465,30793348,1,115,50,104,52,19,215080897,654867,306280,348585,114456,92579,103987,86955,127260,117948,124293,98182,100551,133929,79962,93161,94451,96228,96155,96872,91599,86401,60,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1
2023,1,3120232,772341925,187005835,95637693,90805617,133110287,31215149,23022141,119896690,33293315,2,109,52,104,52,30,210804943,429795,201808,227988,57469,76046,70697,56293,78137,91841,83602,57072,58108,85560,53612,59265,60104,60820,60715,61592,64784,62517,19,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1
2023,1,3120233,1085520869,245016122,136639704,118310172,190753825,52529626,33374017,168588038,45182495,4,93,51,104,52,16,277100410,1019268,486991,532278,119504,214085,154098,115375,139125,219532,207286,141907,145139,187274,118129,145198,148286,149895,150576,149864,143238,132212,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
2023,1,3120234,1665103832,390216327,206562616,195855624,292464031,70879876,47683885,262526207,70725076,1,112,47,104,52,18,258792617,1768277,921847,846430,151853,233955,342008,320133,358455,371626,349751,258431,253196,324291,210983,254269,261554,265521,269487,270426,238630,208391,60,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3120235,280509308,67777265,33775570,33236138,49259991,9871238,8164740,46524078,12010479,4,64,29,104,52,13,291340705,514831,267551,247281,45500,89999,105376,73541,67714,86960,107848,89307,89579,93361,47775,78444,78894,79069,80572,78162,61860,57833,57,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2023,1,3120236,114988366,26404403,14809034,13516135,21318712,5741114,3332587,15724411,4907944,4,92,47,104,52,2,358138889,204788,100253,104535,23055,30035,38698,28823,35373,30441,43479,32905,34823,41695,21445,29632,29907,30311,30319,30195,27642,26781,40,0,0,0,0,0,0,1,0,1,8,1,0,0,0,1
2023,1,3120238,420676219,100422698,53463771,50165421,73756231,19477639,12151593,62251129,17785169,4,97,49,104,52,6,304392677,317159,146157,171001,77462,33049,47261,47350,70914,63724,55775,37787,42638,70727,46509,43696,43919,43719,45214,45597,48113,46900,45,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1
2023,1,3120240,2037930010,473877110,252876667,236511650,355781401,87860986,57581439,340656125,84965439,4,100,51,104,52,78,230429427,1701875,758773,943101,332613,195200,261281,263070,406296,441441,331726,188649,200063,304793,235200,240327,242427,243023,242720,249507,245881,237988,41,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
2023,1,3120241,925814915,229172512,116100642,116221508,158984903,42633133,26899707,128255883,38259065,1,106,48,104,52,35,283213907,655877,303495,352384,113467,73715,106048,109130,160506,149153,134394,81660,83418,122159,85096,93527,92575,92522,92283,93016,95716,96237,51,0,1,0,0,0,0,0,0,1,5,1,0,0,0,1
2023,1,3120243,1645281998,407480018,210040700,197068846,277482587,79964493,50868913,219618296,69032106,2,106,53,104,52,15,300987175,1269250,600439,668810,92951,232514,200589,205301,285111,240715,234657,183227,200627,258283,151739,173820,176433,179039,177749,186992,192903,182314,130,0,2,0,0,0,0,0,1,2,10,1,0,0,0,1
2023,1,3120244,1275750635,295972133,153536851,146088071,220691122,52114498,37533620,219936847,50931464,1,111,50,104,52,37,157439620,786444,373669,412775,109896,101113,132666,122740,182708,172734,154082,101287,105941,152481,99920,110077,110852,110717,110878,113345,117644,112930,58,0,0,0,0,0,0,0,0,1,9,1,0,0,0,1
2023,1,3120245,1243149138,299094520,156001850,150999846,217061027,55249735,35544563,183720730,52461960,1,120,49,104,52,44,209920240,1230950,624023,606928,209201,158194,213240,196561,287003,217799,241351,188326,199442,248054,135976,172753,175607,177202,177153,180239,173643,174352,82,0,0,0,1,0,0,0,0,1,6,1,0,0,0,1
2023,1,3120247,862606380,210746935,107103732,105515178,147117407,37839358,24939971,129733953,35592776,4,89,47,104,52,37,223649428,660854,297690,363165,89355,86270,100522,104146,181932,142622,128904,84314,89772,129297,85946,93407,93234,93508,92909,93973,98318,95507,54,0,1,0,0,0,0,1,0,1,4,1,0,0,0,1
2023,1,3120248,1161689640,292625010,141397724,145060019,193554866,46033135,33731991,177332937,48314484,1,109,51,104,52,23,188958730,1499312,666434,832877,294860,155125,254782,217204,375154,348715,297564,190367,195795,279972,186900,210428,211772,214110,211971,214894,218176,217960,92,0,0,0,0,0,0,0,0,1,15,1,0,0,0,1
2023,1,3120249,677974856,143519173,85917249,72700671,115990785,37141082,18366378,124823847,26030629,2,106,57,104,52,2,497772727,499193,245274,253920,155450,52107,74914,68082,100673,72625,84941,77337,90395,120790,53106,71025,72109,73495,73748,74941,73074,60801,60,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
2023,1,3130001,314622751,82634632,37629138,41619904,49505677,12861516,9249142,45558039,12503936,2,105,55,104,52,6,299287626,385721,162470,223251,56308,62221,67200,55648,78351,61569,69707,63292,64245,81761,45149,53960,55063,55956,56512,57476,55961,50795,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130002,279133719,75365720,34110113,37247784,45017634,11178450,8637474,34479036,11781127,2,122,57,104,52,8,298858631,651567,311484,340083,67293,112283,117195,109401,120273,66333,126307,125973,129114,143953,59887,93613,94604,98110,99847,100242,89988,75163,21,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3
2023,1,3130020,329871005,75215533,41366188,39917297,51745668,15139367,10402936,54872997,14072671,2,108,56,104,52,2,82816667,436637,224080,212555,20529,81488,71662,77079,110185,84902,88133,74023,76213,70490,42875,61787,62109,61806,62481,62943,62728,62781,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2023,1,3130036,114955686,32031227,14385637,15933543,18506542,5030147,3497420,12327200,4912755,2,151,73,104,52,1,159090909,1159237,674579,484658,49660,206960,217639,214258,251285,164957,267619,225332,220231,188613,92485,183899,187324,187866,194551,188150,121290,96156,18,0,0,0,0,0,1,0,1,0,2,0,1,0,0,3
2023,1,3130042,1082856206,258479959,138097905,132445638,194751903,53382599,32131728,136042952,46092259,3,102,56,104,52,7,217221140,432580,203699,228881,52474,64014,65023,63114,110094,78795,83301,62113,66959,89466,51945,60961,61375,62133,61748,63014,62344,61003,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130051,1082407969,253317699,137462928,129290528,188572657,54220764,30618753,162788802,43856371,3,99,52,104,52,8,286545597,1463562,705052,758510,159220,210168,227807,275275,365826,299894,284124,206082,216057,286149,171259,208075,213658,215940,213136,212656,203350,196746,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130053,467808028,129361410,56018787,63642337,73930626,17370392,14370607,59239544,19525881,2,118,53,104,52,6,203008333,835920,403206,432714,76670,128140,127786,159212,212414,159264,158862,117888,122936,173130,103840,116756,119774,120441,120573,122994,122200,113181,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130054,614917235,180397080,74410870,86884276,95244829,22632033,20572888,58591658,26609735,2,136,72,104,52,2,183212500,983082,461297,521785,102191,158394,166480,126078,198667,262033,207576,123138,122027,149592,118720,138198,138844,139284,139342,138211,145578,143625,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2023,1,3130055,616630999,182148011,74141365,89967238,95071149,22269701,19786791,59727823,26486662,2,140,63,104,52,3,189133333,667448,317586,349862,63571,106069,99936,114326,157257,143295,134785,90616,93956,122198,82597,96377,98012,99009,98420,98865,92284,84482,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2023,1,3130056,415616099,124771408,48733286,60339773,60364226,14104371,13705321,44828000,17213901,2,126,54,104,52,5,200813333,600708,299961,300747,67590,81779,91007,97944,147049,122410,117885,85256,88102,115403,71651,83981,85956,87543,88428,88567,85679,80557,20,0,0,0,0,0,1,0,0,0,6,0,1,0,0,3
2023,1,3130058,69267077,15002207,8886095,7828617,12401443,3772869,1874438,11192368,2764093,2,131,57,104,52,1,225750000,119052,51246,67805,26160,11886,22622,16009,25218,21637,26282,17594,16816,22595,14126,17298,17859,17948,17883,18254,15206,14605,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130059,463608951,118342259,57392510,58549255,76498902,20159116,14234057,61854386,19521365,2,123,57,104,52,9,369270707,121549,58453,63096,13174,14549,20774,20641,30875,20577,21972,16848,18522,27778,15850,16969,16793,17049,17222,17134,18284,18098,11,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3
2023,1,3130062,8540338,2132643,1089942,1101819,1370159,440433,236238,1258231,321628,2,149,74,104,52,4,728880952,26375,13084,13291,1988,4429,4456,4362,6025,7964,5360,2558,2619,4074,3801,3787,3667,3716,3599,3578,3907,4122,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130064,151181436,51293919,16400101,25081773,18205882,4426416,5154551,14323293,5518644,2,153,61,104,52,1,314750000,454425,201841,252584,82399,46457,71636,68987,116215,109221,85681,54181,57863,85949,61530,63943,62767,62873,62589,62740,69502,70010,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130065,1265926447,380523084,147266226,183375683,181238951,44219996,41195050,146605861,49922564,3,101,54,104,52,6,196318056,1246208,555320,690888,155090,266598,170675,188779,251858,365098,253426,131368,131388,198405,166523,173664,173134,175622,173577,175439,187264,187509,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130066,658872395,173227082,83331059,85365609,97590998,26327378,22416559,91195557,29605246,2,110,52,104,52,7,202546104,801310,374262,427048,85453,191526,112021,123395,145012,188862,153052,98057,101372,155823,104143,111242,112722,114303,113777,115951,119421,113893,29,0,0,0,0,0,1,0,0,0,3,0,1,0,0,3
2023,1,3130067,1045393284,296385383,126278926,142885598,163639855,38974708,33115021,119097436,44780709,3,98,55,104,52,7,322768571,1340221,628307,711914,141938,317117,182932,202417,249046,339823,272040,164399,164649,229588,169722,188904,190929,194437,195185,197521,191968,181277,35,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2023,1,3130068,1231475259,328511866,149736710,160896723,200513135,49007526,38390512,158005394,51436586,2,144,71,104,52,9,219964103,1126001,572294,553707,129501,145840,204618,197873,261067,213300,263002,170578,167194,193846,118081,163083,165685,167846,170707,170436,151555,136688,16,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1
2023,1,3130070,455795908,141146369,54150560,63105814,63990093,14428328,16785141,46684657,19530129,4,100,50,104,52,7,215988095,469116,230137,238980,58801,71936,92109,68271,75560,97461,94112,71762,74270,83109,48403,71205,71541,71993,73212,70498,56653,54014,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
2023,1,3130072,1921353897,580957226,222583991,284402527,276223560,65338325,61973409,216298177,75976006,3,103,54,104,52,16,200719671,964732,461482,503251,90299,186075,140817,159989,236775,271528,199661,107107,104840,153223,128373,136288,135854,136026,135633,135566,139985,145383,28,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2023,1,3130073,72653396,22427080,8629887,10764561,10503596,2408376,2440929,6812089,3143711,2,110,59,104,52,1,587700000,629120,316262,312858,75120,88348,93954,113273,139123,143379,115694,85714,90276,114445,79613,90444,91444,92760,93491,93891,86934,80157,9,0,0,0,0,0,2,0,0,0,1,0,1,0,0,3
2023,1,3130074,231301232,74576547,26972223,34139046,30957141,6896988,8384106,21986657,9920385,1,126,45,104,52,3,241261905,379896,181341,198554,34425,72635,50612,69949,92511,115664,80263,36756,36519,58030,52666,52967,52328,52160,51737,52037,57816,60850,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130077,82488184,19072050,11293247,10336941,10517134,3014421,3283476,15550166,4289622,3,100,52,104,52,3,105476667,55860,24050,31810,4737,17917,7542,7286,8741,11849,9961,7035,7642,11795,7577,7774,7887,7931,7794,8090,8507,7876,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130078,609523889,138279254,90097701,76446197,55107681,21241267,28100595,128140852,36830724,4,93,48,104,52,5,117611667,292601,139040,153562,29664,133620,27902,22952,29741,78777,57798,29085,29740,55264,41938,39360,40204,40134,39552,41253,47103,44996,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130079,85509807,15674111,11605372,8467598,11458395,3824718,2834547,22131790,4057598,2,121,53,104,52,6,126355126,152631,71366,81264,14573,71227,14632,11682,15357,38574,31046,16105,16304,29527,21078,20469,20950,20779,20516,21201,24783,23934,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023,1,3130080,31975848,7400099,4114115,3802634,5984820,1451566,935924,4455872,1400979,1,206,37,104,52,1,277300000,55248,26032,29216,10740,7054,9205,7644,10820,13033,10721,6662,6867,10653,7312,7664,7631,7628,7634,7717,8418,8557,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2023,1,3130081,1032013109,286745464,122704294,136402025,163238952,32830787,32653743,139722312,44020838,1,119,50,104,52,37,198677733,819434,371668,447766,83138,136673,125485,130704,195086,211915,160066,92009,96633,143055,115757,115302,113886,114500,114051,115455,122532,123708,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2023,1,3130082,135793567,35323599,17222059,17521787,23195080,6469451,4083098,15965324,5700652,1,110,44,104,52,2,137154167,68227,34147,34080,7871,8170,10331,14083,17675,17199,11374,7393,8263,13350,10649,9728,9413,9518,9383,9592,10121,10471,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3
2023,1,3130083,459821249,126226872,56474878,61412080,75084650,17303315,14641030,53774373,19939588,1,112,50,104,52,6,214833375,251939,115768,136171,38536,31269,33685,41972,61831,57627,48793,31626,33237,48368,32288,35159,35164,34985,35248,35468,37756,38159,18,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3
2023,1,3130084,112815397,29744218,13434709,15135072,18889050,3887789,3313138,15699158,4729004,2,166,64,104,52,2,173388889,200682,92138,108544,22303,26062,27152,36914,60286,56411,38536,21835,22264,33205,28430,28872,28677,28671,28394,28272,28802,28996,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3
2023,1,3130086,796670784,227188915,96404439,109761466,125915055,29197817,26104250,85168029,34376193,2,135,62,104,52,5,170005455,1459942,710756,749185,145304,245682,204097,225103,444315,287895,321699,233084,231056,235198,151009,213640,216555,215118,216120,212673,201572,184263,134,0,0,0,0,0,0,0,2,0,5,0,1,0,0,1
2023,1,3130089,172981346,58223096,19294988,28481443,21588665,5529969,5710815,15621541,6550632,2,146,87,104,52,1,313750000,68916,34494,34422,5048,6540,9525,12602,27506,13768,14841,11397,11273,10827,6810,9903,9734,9988,10082,9986,10169,9054,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
2023,1,3130091,387606744,113102430,46221034,54439705,58590083,13994397,12782799,42046034,16256858,2,134,57,104,52,11,159250649,486371,252038,234334,20574,45919,67332,90784,211108,71994,103944,93185,95426,80577,41244,70020,71032,71154,72497,72983,70485,58203,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2023,1,3130092,246782756,81185337,28085004,39661688,32708387,7456083,8420537,20189368,10057295,2,129,87,104,52,3,211573333,414832,213989,200842,17568,39439,56839,77418,180128,60951,88647,79721,81629,68541,35341,59589,60564,60867,61977,62246,60220,49369,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3
2023,1,3130097,595259378,193274318,66471535,93832259,77428656,18017864,19544102,63556711,22557474,1,125,51,104,52,4,113413333,777657,352824,424834,101706,103854,134825,112810,188928,211513,161893,87892,85050,126020,105291,110445,108915,110766,110907,110029,112733,113860,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
